"","authorID","title","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","consent_agree","instr1RT_First.Click","instr1RT_Last.Click","instr1RT_Page.Submit","instr1RT_Click.Count","instr5RT_First.Click","instr5RT_Last.Click","instr5RT_Page.Submit","instr5RT_Click.Count","gender","language","age","ethn","edu","ses","belief","unclear","comments","arr","tN","looplist","subN","trialN","authorN","t","authorNtoMatch","careCommAccurately","immoralBehavior","Q33_Click.Count","Q33_First.Click","Q33_Last.Click","Q33_Page.Submit","Q34_Click.Count","Q34_First.Click","Q34_Last.Click","Q34_Page.Submit","Q362_Click.Count","Q362_First.Click","Q362_Last.Click","Q362_Page.Submit","Q363_DO","tyringAppearMoral","narrN","bestLen","neutralLen","worstLen","wordLength","repDiff"
"129",4,"Self-checkout mistake and item not scanned properly","4/19/21 22:29","4/19/21 22:50","IP Address",100,1258,TRUE,"4/19/21 22:50",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,11.052,0,0,0,29.119,0,"Male","Yes",31,"Hispanic, Latinx, or Spanish origin","Bachelor’s degree (e.g. BA, BS)",3,4,"Everything was clear in this study.","I have no further remarks or comments thank you!","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",262,10,4,"Original",4,85,50,4,4.186,20.826,21.517,0,0,0,35.419,0,0,0,35.419,"&nbsp;",69,"4_Original",94,98,89,98,19
"130",4,"Self-checkout mistake and item not scanned properly","4/19/21 21:23","4/19/21 21:33","IP Address",100,585,TRUE,"4/19/21 21:33",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,3.853,0,0,0,8.66,0,"20","Yes",20,"Black or African American","High school degree or equivalent (e.g. GED)",7,0,"Nothing was unclear!","Nope!","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",201,12,4,"Best",4,61,48,8,3.287,15.7,16.701,0,0,0,21.542,0,0,0,21.542,"&nbsp;",52,"4_Best",94,98,89,94,4
"131",5,"I cut off my stepmother after she treats me badly","4/19/21 21:31","4/19/21 22:17","IP Address",100,2772,TRUE,"4/19/21 22:17",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,198.322,0,0,0,15.645,0,"female","Yes",36,"White","High school degree or equivalent (e.g. GED)",3,4,"One of the stories was very obviously written by someone whom spoke and wrote very poor English. This was apparent through their wording, and total lack of punctuation. This does not bother me on any personal or social level, however it did make it a bit difficult to get a clear read on their motivation and moral thoughts. I forgot which number the story was, but it was towards the end, and about a stolen cell phone.","Thank you for the opportunity.","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",245,1,5,"Best",5,60,79,3,7.088,18.078,19.064,0,0,0,462.894,0,0,0,462.894,"&nbsp;",64,"5_Best",459,131,233,459,-15
"132",5,"I cut off my stepmother after she treats me badly","4/19/21 18:09","4/19/21 18:56","IP Address",100,2823,TRUE,"4/19/21 18:56",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,3.592,0,0,0,3.223,0,"50","Yes",50,"White","Master’s degree (e.g. MA, MS, MEd)",8,3,"no","very nice survey","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",121,2,5,"Worst",5,81,77,3,7.267,9.935,11.045,0,0,0,475.62,0,0,0,475.62,"&nbsp;",79,"5_Worst",459,131,233,233,2
"133",5,"I cut off my stepmother after she treats me badly","4/19/21 19:07","4/19/21 19:13","IP Address",100,381,TRUE,"4/19/21 19:13",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,2.045,0,0,0,2.153,0,"Female","Yes",21,"White","Some college, no degree",3,4,"N/A","N/A","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",132,2,5,"Best",5,70,77,4,2.212,6.569,7.722,0,0,0,18.632,0,0,0,18.632,"&nbsp;",84,"5_Best",459,131,233,459,7
"134",5,"I cut off my stepmother after she treats me badly","4/19/21 22:16","4/19/21 22:31","IP Address",100,886,TRUE,"4/19/21 22:31",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,8.478,0,0,0,7.824,0,"female","Yes",52,"Asian","Bachelor’s degree (e.g. BA, BS)",4,4,"There were some grammar issues that caused me to read through a few times but eventually, I think I understood.","It was really interesting. The stories were a mixed bag of good and bad. Some were clearer than others.","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",253,2,5,"Best",5,89,83,3,5.154,17.382,18.379,0,0,0,116.151,0,0,0,116.15,"&nbsp;",50,"5_Best",459,131,233,459,-33
"135",5,"I cut off my stepmother after she treats me badly","4/19/21 22:56","4/19/21 23:28","IP Address",100,1886,TRUE,"4/19/21 23:28",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,17.816,0,0,0,33.186,0,"Female","Yes",53,"Black or African American","Some college, no degree",3,4,"I think everything was quite clear.","Thanks for the opportunity.","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",271,2,5,"Best",5,100,83,3,11.648,22.8,24.881,9,4.723,163.101,164.954,9,4.724,163,164.954,"&nbsp;",81,"5_Best",459,131,233,459,-2
"136",5,"I cut off my stepmother after she treats me badly","4/19/21 18:11","4/19/21 18:27","IP Address",100,969,TRUE,"4/19/21 18:27",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,17.707,0,0,0,19.211,0,"male","Yes",33,"White","Professional degree (e.g. MD, DDS, DVM)",7,4,"it was very clear from start to finish","not at all","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",56,3,5,"Worst",5,95,22,3,7.553,26.213,27.828,0,0,0,25.279,0,0,0,25.279,"&nbsp;",62,"5_Worst",459,131,233,233,40
"137",5,"I cut off my stepmother after she treats me badly","4/19/21 18:10","4/19/21 18:41","IP Address",100,1895,TRUE,"4/19/21 18:41",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,4.673,0,0,0,10.226,0,"Male","Yes",44,"White","Bachelor’s degree (e.g. BA, BS)",5,4,"N/A","No.","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",107,3,5,"Original",5,85,51,3,6.493,11.396,12.108,0,0,0,19.655,0,0,0,19.655,"&nbsp;",51,"5_Original",459,131,233,131,0
"138",5,"I cut off my stepmother after she treats me badly","4/19/21 18:29","4/19/21 18:42","IP Address",100,751,TRUE,"4/19/21 18:42",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,4.588,0,14.609,23.945,28.165,2,"male","Yes",67,"White","Master’s degree (e.g. MA, MS, MEd)",5,4,"nothing unclear","It does strike me that these are not black/white issues. There is a lot of gray.","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",109,3,5,"Best",5,76,65,3,3.049,8.265,9.154,0,0,0,63.65,0,0,0,63.65,"&nbsp;",69,"5_Best",459,131,233,459,4
"139",5,"I cut off my stepmother after she treats me badly","4/19/21 18:40","4/19/21 19:03","IP Address",100,1381,TRUE,"4/19/21 19:03",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,98.104,0,0,0,33.339,0,"28","Yes",28,"White,Black or African American,Asian,Middle Eastern or North African","Master’s degree (e.g. MA, MS, MEd)",2,1,"N/A","N/A","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",126,4,5,"Best",5,23,74,3,2.722,6.675,7.937,0,0,0,47.377,0,0,0,47.377,"&nbsp;",37,"5_Best",459,131,233,459,-37
"140",5,"I cut off my stepmother after she treats me badly","4/19/21 19:47","4/19/21 19:56","IP Address",100,499,TRUE,"4/19/21 19:56",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,2.832,0,0,0,7.188,0,"female","Yes",33,"White","Master’s degree (e.g. MA, MS, MEd)",5,4,"n/a","n/a","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",145,4,5,"Best",5,38,49,3,2.413,9.295,10.259,0,0,0,43.981,0,0,0,43.981,"&nbsp;",51,"5_Best",459,131,233,459,2
"141",5,"I cut off my stepmother after she treats me badly","4/19/21 23:49","4/20/21 0:48","IP Address",100,3526,TRUE,"4/20/21 0:48",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,42.394,0,0,0,40.006,0,"female","Yes",61,"Black or African American","Some college, no degree",4,4,"Everything was clear.","No comments.","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",280,4,5,"Original",5,87,48,6,9.106,77.614,80.425,1,48.907,48.907,108.575,1,48.907,48.907,108.575,"&nbsp;",33,"5_Original",459,131,233,131,-15
"142",5,"I cut off my stepmother after she treats me badly","4/19/21 19:34","4/19/21 20:09","IP Address",100,2104,TRUE,"4/19/21 20:10",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",237.86,237.86,393.288,1,0,0,18.868,0,"female","No",25,"White","Bachelor’s degree (e.g. BA, BS)",4,1,"N/A","Some of the stories did not have their names/facts straight.","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",149,5,5,"Best",5,100,30,7,5.165,13.051,13.761,0,0,0,106.296,0,0,0,106.296,"&nbsp;",74,"5_Best",459,131,233,459,44
"143",5,"I cut off my stepmother after she treats me badly","4/19/21 20:43","4/19/21 20:57","IP Address",100,822,TRUE,"4/19/21 20:57",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,5.971,0,0,0,8.497,0,"Female","Yes",43,"White","Bachelor’s degree (e.g. BA, BS)",3,3,"Everything was clear and easily understood.","This was fun! Thank you for the opportunity to participate. I would welcome the opportunity to participate in a future study.","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",171,5,5,"Original",5,69,52,4,4.639,13.472,14.679,1,18.5,18.5,19.198,1,18.5,18.5,19.197,"&nbsp;",67,"5_Original",459,131,233,131,15
"144",5,"I cut off my stepmother after she treats me badly","4/19/21 21:36","4/19/21 21:56","IP Address",100,1208,TRUE,"4/19/21 21:56",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,4.74,0,0,0,14.534,0,"Female","Yes",52,"Hispanic, Latinx, or Spanish origin","Some college, no degree",6,2,"Everything was clear.","No.","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",227,5,5,"Best",5,34,84,3,3.75,8.127,8.62,1,4.229,4.229,122.72,1,4.23,4.23,122.72,"&nbsp;",68,"5_Best",459,131,233,459,-16
"145",5,"I cut off my stepmother after she treats me badly","4/19/21 22:36","4/19/21 22:44","IP Address",100,509,TRUE,"4/19/21 22:44",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,4.742,0,0,0,2.512,0,"Female","Yes",31,"Asian","Professional degree (e.g. MD, DDS, DVM)",5,4,"None","None","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",257,5,5,"Worst",5,100,61,4,1.055,7.937,8.719,0,0,0,22.099,0,0,0,22.098,"&nbsp;",49,"5_Worst",459,131,233,233,-12
"146",5,"I cut off my stepmother after she treats me badly","4/19/21 18:10","4/19/21 18:32","IP Address",100,1313,TRUE,"4/19/21 18:32",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,12.017,0,0,0,16.842,0,"male","Yes",71,"White","Professional degree (e.g. MD, DDS, DVM)",8,4,"No everything was clear","999","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",75,6,5,"Worst",5,8,79,3,5.128,12.193,15.618,0,0,0,89.823,0,0,0,89.823,"&nbsp;",51,"5_Worst",459,131,233,233,-28
"147",5,"I cut off my stepmother after she treats me badly","4/19/21 20:30","4/19/21 20:46","IP Address",100,931,TRUE,"4/19/21 20:46",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,20.225,0,0,0,14.511,0,"female","Yes",25,"White","High school degree or equivalent (e.g. GED)",6,4,"999","999","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",165,6,5,"Original",5,42,51,3,5.834,9.775,12.566,0,0,0,39.041,0,0,0,39.041,"&nbsp;",56,"5_Original",459,131,233,131,5
"148",5,"I cut off my stepmother after she treats me badly","4/19/21 20:58","4/19/21 21:14","IP Address",100,984,TRUE,"4/19/21 21:14",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,69.027,0,0,0,3.3,0,"Male","No",21,"White","High school degree or equivalent (e.g. GED)",5,3,"Nothing was","No","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",186,6,5,"Best",5,100,100,3,2.395,7.018,7.73,0,0,0,59.754,0,0,0,59.754,"&nbsp;",51,"5_Best",459,131,233,459,-49
"149",5,"I cut off my stepmother after she treats me badly","4/19/21 21:20","4/19/21 21:33","IP Address",100,779,TRUE,"4/19/21 21:33",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,4.02,0,1.284,9.044,9.873,4,"female","Yes",30,"White","Bachelor’s degree (e.g. BA, BS)",5,4,"Everything was clear.","I have no extra comments.","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",200,6,5,"Original",5,76,75,6,1.031,8.319,9.477,2,1.049,1.353,19.205,2,1.049,1.353,19.205,"&nbsp;",48,"5_Original",459,131,233,131,-27
"150",5,"I cut off my stepmother after she treats me badly","4/19/21 21:58","4/19/21 22:13","IP Address",100,903,TRUE,"4/19/21 22:13",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,6.73,0,0,0,16.345,0,"Female","Yes",30,"White,Hispanic, Latinx, or Spanish origin","Bachelor’s degree (e.g. BA, BS)",7,4,"No, it was straight-forward.","999","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",241,7,5,"Original",5,51,51,3,1.76,8.43,9.778,0,0,0,24.743,0,0,0,24.743,"&nbsp;",51,"5_Original",459,131,233,131,0
"151",5,"I cut off my stepmother after she treats me badly","4/19/21 22:29","4/19/21 22:50","IP Address",100,1258,TRUE,"4/19/21 22:50",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,11.052,0,0,0,29.119,0,"Male","Yes",31,"Hispanic, Latinx, or Spanish origin","Bachelor’s degree (e.g. BA, BS)",3,4,"Everything was clear in this study.","I have no further remarks or comments thank you!","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",262,7,5,"Worst",5,28,23,3,0.727,6.066,6.75,0,0,0,96.009,0,0,0,96.009,"&nbsp;",51,"5_Worst",459,131,233,233,28
"152",5,"I cut off my stepmother after she treats me badly","4/19/21 22:45","4/19/21 23:10","IP Address",100,1514,TRUE,"4/19/21 23:10",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,8.445,0,0,0,13.982,0,"32","Yes",32,"Asian","Master’s degree (e.g. MA, MS, MEd)",5,4,"I think the instructions were very clear and easy to understand, I didn't doubt any of them.","I think some stories were so complex that it's so difficult to answer the questions. I felt like I could understand how some of the people in the stories felt in their situation and I was torn on whether or not what they did was morally right or morally bad.","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",268,7,5,"Worst",5,79,50,8,3.256,22.018,22.992,0,0,0,37.475,0,0,0,37.474,"&nbsp;",11,"5_Worst",459,131,233,233,-39
"153",5,"I cut off my stepmother after she treats me badly","4/19/21 18:14","4/19/21 18:37","IP Address",100,1381,TRUE,"4/19/21 18:37",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,16.576,0,0,0,39.095,0,"female","Yes",62,"White","High school degree or equivalent (e.g. GED)",3,4,"All was clear.","none at this time","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",95,8,5,"Worst",5,75,40,3,8.324,21.614,22.838,0,0,0,80.935,0,0,0,80.935,"&nbsp;",30,"5_Worst",459,131,233,233,-10
"154",5,"I cut off my stepmother after she treats me badly","4/19/21 18:05","4/19/21 18:42","IP Address",100,2188,TRUE,"4/19/21 18:42",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,6.25,0,0,0,12.299,0,"Male","Yes",50,"White","Professional degree (e.g. MD, DDS, DVM)",9,4,"No","It was unique and smooth","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",110,8,5,"Best",5,90,92,4,1.191,3.592,4.489,0,0,0,233.381,0,0,0,233.381,"&nbsp;",79,"5_Best",459,131,233,459,-13
"155",5,"I cut off my stepmother after she treats me badly","4/19/21 19:10","4/19/21 19:23","IP Address",100,761,TRUE,"4/19/21 19:23",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,19.557,0,0,0,12.678,0,"22","Yes",22,"Black or African American","Bachelor’s degree (e.g. BA, BS)",5,4,"Nothing was unclear to me.","Some of the stories were kinda funny to read!","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",136,8,5,"Worst",5,67,50,3,2.836,9.666,10.556,0,0,0,42.832,0,0,0,42.832,"&nbsp;",64,"5_Worst",459,131,233,233,14
"156",5,"I cut off my stepmother after she treats me badly","4/19/21 21:35","4/19/21 22:10","IP Address",100,2147,TRUE,"4/19/21 22:10",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,67.866,0,0,0,31.823,0,"Female","Yes",40,"Black or African American","Bachelor’s degree (e.g. BA, BS)",7,3,"999","999","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",236,8,5,"Best",5,100,47,5,0.995,3.781,4.342,5,17.465,34.519,35.297,5,17.464,34.518,35.296,"&nbsp;",43,"5_Best",459,131,233,459,-4
"157",5,"I cut off my stepmother after she treats me badly","4/19/21 22:36","4/19/21 22:46","IP Address",100,625,TRUE,"4/19/21 22:46",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,5.168,0,0,0,7.396,0,"Male","Yes",33,"Middle Eastern or North African","Bachelor’s degree (e.g. BA, BS)",6,4,"no","no","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",259,8,5,"Worst",5,12,32,3,2.607,10.3,11.048,0,0,0,46.611,0,0,0,46.61,"&nbsp;",35,"5_Worst",459,131,233,233,3
"158",5,"I cut off my stepmother after she treats me badly","4/19/21 18:21","4/19/21 18:35","IP Address",100,851,TRUE,"4/19/21 18:35",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,27.195,0,0,0,18.23,0,"female","Yes",61,"White","Bachelor’s degree (e.g. BA, BS)",7,4,"999","999","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",88,9,5,"Best",5,30,35,4,2.829,18.564,19.719,1,58.196,58.196,65.512,1,58.196,58.196,65.513,"&nbsp;",100,"5_Best",459,131,233,459,65
"159",5,"I cut off my stepmother after she treats me badly","4/19/21 20:43","4/19/21 20:57","IP Address",100,850,TRUE,"4/19/21 20:57",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,12.114,0,0,0,20.228,0,"Female","Yes",26,"White","Bachelor’s degree (e.g. BA, BS)",1,4,NA,NA,"B",11,"1_2_3_4_5_6_7_8_9_10_11_12",172,9,5,"Original",5,100,99,5,1.81,7.171,7.913,3,4.404,6.825,44.438,3,4.3,6.825,44.438,"&nbsp;",51,"5_Original",459,131,233,131,-48
"160",5,"I cut off my stepmother after she treats me badly","4/19/21 20:44","4/19/21 21:00","IP Address",100,965,TRUE,"4/19/21 21:00",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,10.959,0,11.884,11.884,16.248,1,"Female","Yes",33,"White","High school degree or equivalent (e.g. GED)",3,4,"Everything was all clear","Found the study interesting and enjoyed reading the material.","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",176,9,5,"Original",5,100,50,11,1.101,10.352,12.826,1,1.597,1.597,31.555,1,1.597,1.597,31.554,"&nbsp;",52,"5_Original",459,131,233,131,2
"161",5,"I cut off my stepmother after she treats me badly","4/19/21 21:18","4/19/21 22:24","IP Address",100,3934,TRUE,"4/19/21 22:24",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,4.057,0,0,0,10.442,0,"Female","Yes",39,"Black or African American","Master’s degree (e.g. MA, MS, MEd)",5,4,"No","No","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",248,9,5,"Original",5,100,100,6,0.386,4.665,5.801,1,43.716,43.716,60.901,1,43.716,43.716,60.901,"&nbsp;",52,"5_Original",459,131,233,131,-48
"162",5,"I cut off my stepmother after she treats me badly","4/19/21 18:09","4/19/21 18:34","IP Address",100,1495,TRUE,"4/19/21 18:34",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,10.036,0,0,0,25.336,0,"Female","Yes",67,"White","Professional degree (e.g. MD, DDS, DVM)",8,4,"Everything was clear.","It was interesting.","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",84,10,5,"Original",5,100,50,3,2.725,8.373,10.07,0,0,0,59.111,0,0,0,59.112,"&nbsp;",72,"5_Original",459,131,233,131,22
"163",5,"I cut off my stepmother after she treats me badly","4/19/21 18:13","4/19/21 18:51","IP Address",100,2301,TRUE,"4/19/21 18:51",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",869.153,869.153,873.123,1,17.422,17.422,22.843,1,"41","Yes",41,"White","Doctorate (e.g. PhD, EdD)",7,4,"999","999","N",11,"1_2_3_4_5_6_7_8_9_10_11_12",118,10,5,"Original",5,59,76,4,0.814,2.907,3.57,0,0,0,18.475,0,0,0,18.475,"&nbsp;",57,"5_Original",459,131,233,131,-19
"164",5,"I cut off my stepmother after she treats me badly","4/19/21 19:49","4/19/21 19:58","IP Address",100,545,TRUE,"4/19/21 19:58",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,2.2,0,4.539,4.539,4.558,1,"Male","Yes",45,"Black or African American","Professional degree (e.g. MD, DDS, DVM)",6,4,"999","999","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",147,10,5,"Original",5,63,50,9,1.054,8.002,9.144,0,0,0,16.077,0,0,0,16.076,"&nbsp;",61,"5_Original",459,131,233,131,11
"165",5,"I cut off my stepmother after she treats me badly","4/19/21 20:37","4/19/21 20:47","IP Address",100,622,TRUE,"4/19/21 20:47",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,7.129,0,1.979,1.979,8.987,1,"female","Yes",26,"White","Bachelor’s degree (e.g. BA, BS)",6,4,"The instructions were clear.","Thank you
","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",166,11,5,"Best",5,80,68,5,1.414,6.19,7.046,0,0,0,90.955,0,0,0,90.955,"&nbsp;",59,"5_Best",459,131,233,459,-9
"166",6,"Answer Key ","4/19/21 18:12","4/19/21 18:31","IP Address",100,1126,TRUE,"4/19/21 18:31",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,36.475,0,0,0,78.885,0,"male","Yes",66,"White","Bachelor’s degree (e.g. BA, BS)",7,4,"All clear and easy to understand","all good","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",74,1,6,"Worst",6,84,24,4,18.606,27.222,27.906,0,0,0,35.273,0,0,0,35.273,"&nbsp;",6,"6_Worst",128,140,137,137,-18
"167",6,"Answer Key ","4/19/21 19:52","4/19/21 20:31","IP Address",100,2332,TRUE,"4/19/21 20:31",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,4.527,0,0,0,57.298,0,"25","Yes",25,"White","Bachelor’s degree (e.g. BA, BS)",5,4,"Everything was clear.","No","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",154,1,6,"Best",6,72,21,3,3.952,11.186,12.135,0,0,0,31.297,0,0,0,31.297,"&nbsp;",55,"6_Best",128,140,137,128,34
"168",6,"Answer Key ","4/20/21 0:05","4/20/21 0:22","IP Address",100,1018,TRUE,"4/20/21 0:22",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,9.648,0,0,0,14.551,0,"Male","Yes",69,"Asian","Master’s degree (e.g. MA, MS, MEd)",6,4,"I believe that the instructions provided were clear.","I have no additional remarks or comments.","B",11,"1_2_3_4_5_6_7_8_9_10_11_12",277,1,6,"Best",6,63,8,4,5.571,21.699,22.58,0,0,0,45.177,0,0,0,45.176,"&nbsp;",48,"6_Best",128,140,137,128,40
"169",6,"Answer Key ","4/19/21 18:15","4/19/21 18:30","IP Address",100,873,TRUE,"4/19/21 18:30",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,7.429,0,0,0,13.911,0,"female","Yes",73,"White","Bachelor’s degree (e.g. BA, BS)",8,4,"All was clear.","No","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",68,2,6,"Best",6,65,50,4,5.762,16.576,17.666,0,0,0,29.239,0,0,0,29.238,"&nbsp;",58,"6_Best",128,140,137,128,8
"170",6,"Answer Key ","4/19/21 20:47","4/19/21 21:21","IP Address",100,2014,TRUE,"4/19/21 21:21",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,10.873,0,0,0,23.406,0,"female","Yes",31,"Hispanic, Latinx, or Spanish origin","Some college, no degree",3,4,"I had doubts about if the instructions varied whether the participants stories held biases of how old the participants were when they described their events. For example ""cheating"" as a child compared to knowingly trying to get away with self indulgent activities on an employers dime, or are these model examples the broad moral range that are intended to question philosophical morality.","This study was pleasant in its philosophically provocative instructions.","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",189,3,6,"Worst",6,75,15,3,8.318,27.041,32.917,0,0,0,66.23,0,0,0,66.23,"&nbsp;",65,"6_Worst",128,140,137,137,50
"171",6,"Answer Key ","4/19/21 22:10","4/19/21 22:39","IP Address",100,1714,TRUE,"4/19/21 22:39",NA,NA,NA,NA,"anonymous","EN","I have read the above information, have had the opportunity to have any questions about this study answered and agree to participate in this study.",0,0,2.165,0,0,0,0.766,0,"Male","Yes",40,"Black or African American","Bachelor’s degree (e.g. BA, BS)",6,4,"Everything was fine.","Very Interesting.","W",11,"1_2_3_4_5_6_7_8_9_10_11_12",256,3,6,"Original",6,71,71,9,33.156,38.19,38.983,3,10.127,11.259,12.171,3,10.128,11.258,12.171,"&nbsp;",32,"6_Original",128,140,137,140,-39
